año_cd,zbs_residencia_cd,ccaa_cd
2016,104,ES22
2016,107,ES22
2016,11,ES22
2016,110,ES22
2016,1101,ES24
2016,1102,ES24
2016,1103,ES24
2016,1104,ES24
2016,1105,ES24
2016,1106,ES24
2016,1107,ES24
2016,1108,ES24
2016,1109,ES24
2016,1110,ES24
2016,1111,ES24
2016,1112,ES24
2016,1113,ES24
2016,1114,ES24
2016,112,ES22
2016,114,ES22
2016,116,ES22
2016,118,ES22
2016,1201,ES24
2016,1202,ES24
2016,1203,ES24
2016,1204,ES24
2016,1205,ES24
2016,1206,ES24
2016,1207,ES24
2016,1208,ES24
2016,1209,ES24
2016,1210,ES24
2016,1211,ES24
2016,1213,ES24
2016,1214,ES24
2016,1215,ES24
2016,122,ES22
2016,124,ES22
2016,13,ES22
2016,15,ES22
2016,17,ES22
2016,19,ES22
2016,22001,ES21
2016,22002,ES21
2016,22003,ES21
2016,22004,ES21
2016,22005,ES21
2016,22006,ES21
2016,22008,ES21
2016,22009,ES21
2016,22010,ES21
2016,22011,ES21
2016,22012,ES21
2016,22013,ES21
2016,22014,ES21
2016,22015,ES21
2016,22016,ES21
2016,22017,ES21
2016,22018,ES21
2016,22019,ES21
2016,22020,ES21
2016,22021,ES21
2016,22023,ES21
2016,22024,ES21
2016,22025,ES21
2016,24,ES22
2016,2503,ES24
2016,2504,ES24
2016,2505,ES24
2016,2507,ES24
2016,2508,ES24
2016,2509,ES24
2016,2510,ES24
2016,2511,ES24
2016,2512,ES24
2016,2513,ES24
2016,2515,ES24
2016,2516,ES24
2016,2517,ES24
2016,2518,ES24
2016,2519,ES24
2016,2520,ES24
2016,2521,ES24
2016,2522,ES24
2016,2523,ES24
2016,2524,ES24
2016,2525,ES24
2016,26,ES22
2016,27001,ES21
2016,27002,ES21
2016,27003,ES21
2016,27004,ES21
2016,27005,ES21
2016,27006,ES21
2016,27007,ES21
2016,27008,ES21
2016,27009,ES21
2016,27010,ES21
2016,27011,ES21
2016,27012,ES21
2016,27013,ES21
2016,27014,ES21
2016,27015,ES21
2016,27016,ES21
2016,27017,ES21
2016,27018,ES21
2016,27019,ES21
2016,27020,ES21
2016,28,ES22
2016,3,ES22
2016,30,ES22
2016,32,ES22
2016,3301,ES24
2016,3302,ES24
2016,3303,ES24
2016,3304,ES24
2016,34,ES22
2016,36,ES22
2016,3601,ES24
2016,3602,ES24
2016,3603,ES24
2016,3604,ES24
2016,3605,ES24
2016,3606,ES24
2016,3607,ES24
2016,3608,ES24
2016,3609,ES24
2016,3610,ES24
2016,3611,ES24
2016,3612,ES24
2016,3613,ES24
2016,3614,ES24
2016,3615,ES24
2016,3616,ES24
2016,3617,ES24
2016,3618,ES24
2016,37,ES22
2016,3701,ES24
2016,3702,ES24
2016,3703,ES24
2016,3704,ES24
2016,3705,ES24
2016,3706,ES24
2016,3707,ES24
2016,3709,ES24
2016,3710,ES24
2016,3711,ES24
2016,39,ES22
2016,41,ES22
2016,42001,ES21
2016,42003,ES21
2016,42004,ES21
2016,42005,ES21
2016,42006,ES21
2016,42007,ES21
2016,42008,ES21
2016,42009,ES21
2016,42010,ES21
2016,42011,ES21
2016,42012,ES21
2016,42013,ES21
2016,42014,ES21
2016,42015,ES21
2016,42016,ES21
2016,42017,ES21
2016,42018,ES21
2016,42021,ES21
2016,42024,ES21
2016,43,ES22
2016,43001,ES21
2016,43002,ES21
2016,43003,ES21
2016,43004,ES21
2016,43005,ES21
2016,43006,ES21
2016,43007,ES21
2016,43008,ES21
2016,43009,ES21
2016,43010,ES21
2016,43011,ES21
2016,43012,ES21
2016,43013,ES21
2016,43014,ES21
2016,43015,ES21
2016,43016,ES21
2016,43017,ES21
2016,43020,ES21
2016,44002,ES21
2016,44003,ES21
2016,44004,ES21
2016,44005,ES21
2016,44006,ES21
2016,44008,ES21
2016,44009,ES21
2016,44010,ES21
2016,44011,ES21
2016,44012,ES21
2016,45,ES22
2016,47,ES22
2016,47001,ES21
2016,47003,ES21
2016,47004,ES21
2016,47005,ES21
2016,47006,ES21
2016,47007,ES21
2016,47008,ES21
2016,47010,ES21
2016,47011,ES21
2016,47012,ES21
2016,47013,ES21
2016,47015,ES21
2016,47016,ES21
2016,47017,ES21
2016,47018,ES21
2016,47019,ES21
2016,47020,ES21
2016,47021,ES21
2016,47022,ES21
2016,47047,ES21
2016,4801,ES24
2016,4802,ES24
2016,4803,ES24
2016,4804,ES24
2016,4805,ES24
2016,4806,ES24
2016,4807,ES24
2016,4808,ES24
2016,4809,ES24
2016,4810,ES24
2016,4811,ES24
2016,4812,ES24
2016,4813,ES24
2016,4814,ES24
2016,4815,ES24
2016,4816,ES24
2016,4817,ES24
2016,4898,ES24
2016,4899,ES24
2016,49,ES22
2016,4901,ES24
2016,4902,ES24
2016,4903,ES24
2016,4904,ES24
2016,4905,ES24
2016,4906,ES24
2016,4907,ES24
2016,4908,ES24
2016,4909,ES24
2016,4910,ES24
2016,4911,ES24
2016,4912,ES24
2016,4999,ES24
2016,5,ES22
2016,5001,ES21
2016,5002,ES21
2016,5003,ES21
2016,5004,ES21
2016,5005,ES21
2016,5006,ES21
2016,5007,ES21
2016,5008,ES21
2016,5009,ES21
2016,5010,ES21
2016,50101,ES12
2016,50102,ES12
2016,50103,ES12
2016,50104,ES12
2016,50105,ES12
2016,50106,ES12
2016,50107,ES12
2016,50108,ES12
2016,50109,ES12
2016,5011,ES21
2016,50110,ES12
2016,50111,ES12
2016,5013,ES21
2016,5016,ES21
2016,5017,ES21
2016,5018,ES21
2016,5019,ES21
2016,5020,ES21
2016,50201,ES12
2016,50202,ES12
2016,50203,ES12
2016,50204,ES12
2016,50205,ES12
2016,5021,ES21
2016,5022,ES21
2016,5026,ES21
2016,5027,ES21
2016,50300,ES12
2016,50301,ES12
2016,50302,ES12
2016,50303,ES12
2016,50304,ES12
2016,50305,ES12
2016,50306,ES12
2016,50307,ES12
2016,50308,ES12
2016,50309,ES12
2016,50310,ES12
2016,50400,ES12
2016,50401,ES12
2016,50402,ES12
2016,50403,ES12
2016,50404,ES12
2016,50405,ES12
2016,50406,ES12
2016,50407,ES12
2016,50408,ES12
2016,50409,ES12
2016,50410,ES12
2016,50411,ES12
2016,50412,ES12
2016,50413,ES12
2016,50414,ES12
2016,50415,ES12
2016,50416,ES12
2016,50417,ES12
2016,50418,ES12
2016,50419,ES12
2016,50420,ES12
2016,50421,ES12
2016,50422,ES12
2016,50423,ES12
2016,50500,ES12
2016,50501,ES12
2016,50502,ES12
2016,50503,ES12
2016,50504,ES12
2016,50505,ES12
2016,50506,ES12
2016,50507,ES12
2016,50508,ES12
2016,50509,ES12
2016,50510,ES12
2016,50511,ES12
2016,50512,ES12
2016,50513,ES12
2016,50514,ES12
2016,50600,ES12
2016,50601,ES12
2016,50602,ES12
2016,50603,ES12
2016,50604,ES12
2016,50605,ES12
2016,50606,ES12
2016,50607,ES12
2016,50608,ES12
2016,50609,ES12
2016,50610,ES12
2016,50701,ES12
2016,50702,ES12
2016,50703,ES12
2016,50704,ES12
2016,50705,ES12
2016,50706,ES12
2016,50800,ES12
2016,50801,ES12
2016,50802,ES12
2016,50803,ES12
2016,50804,ES12
2016,50805,ES12
2016,50806,ES12
2016,50807,ES12
2016,52,ES22
2016,54,ES22
2016,5401,ES24
2016,5402,ES24
2016,5403,ES24
2016,5404,ES24
2016,5405,ES24
2016,5406,ES24
2016,5407,ES24
2016,5408,ES24
2016,5409,ES24
2016,5410,ES24
2016,5411,ES24
2016,5412,ES24
2016,5413,ES24
2016,5414,ES24
2016,56,ES22
2016,58,ES22
2016,60,ES22
2016,62,ES22
2016,64,ES22
2016,66,ES22
2016,67,ES21
2016,67,ES22
2016,69,ES22
2016,7,ES22
2016,71,ES22
2016,73,ES22
2016,75,ES22
2016,77,ES22
2016,79,ES22
2016,81,ES22
2016,83,ES22
2016,85,ES22
2016,87,ES22
2016,89,ES22
2016,9,ES22
2016,91,ES22
2016,93,ES22
2016,96,ES22
2016,98,ES22
2016,99018,ES21
2016,99028,ES21
2016,99033,ES21
2016,99038,ES21
2016,ADEJE,ES70
2016,AGAETE,ES70
2016,AGUIMES,ES70
2016,ALAJERO,ES70
2016,ALCARAVANERAS,ES70
2016,ANAGA,ES70
2016,ANTIGUA-BETANCURIA,ES70
2016,ARGUINEGUIN,ES70
2016,ARICO,ES70
2016,ARONA COSTA I,ES70
2016,ARONA COSTA II,ES70
2016,ARONA VILAFLOR,ES70
2016,ARRECIFE,ES70
2016,ARRECIFE II,ES70
2016,ARUCAS,ES70
2016,AÑAZA,ES70
2016,BARRANCO GRANDE,ES70
2016,BARRIO ATLANTICO,ES70
2016,BARRIO DE LA SALUD,ES70
2016,CAIDEROS,ES70
2016,CANALEJAS,ES70
2016,CANDELARIA,ES70
2016,CONO SUR,ES70
2016,CUEVAS TORRES,ES70
2016,DUGGI CENTRO,ES70
2016,EL PASO,ES70
2016,EL ROSARIO,ES70
2016,ESCALERITAS,ES70
2016,FIRGAS,ES70
2016,FRONTERA VALLE DEL GOLFO,ES70
2016,GALDAR,ES70
2016,GARAFIA,ES70
2016,GRANADILLA,ES70
2016,GUANARTEME,ES70
2016,GUIA DE ISORA,ES70
2016,GUIMAR,ES70
2016,ICOD,ES70
2016,II PUERTO DEL ROSARIO (SUR),ES70
2016,INGENIO,ES70
2016,JINAMAR,ES70
2016,LA CUESTA,ES70
2016,LA GRACIOSA,ES70
2016,LA GUANCHA,ES70
2016,LA ISLETA,ES70
2016,LA MATANZA,ES70
2016,LA OLIVA,ES70
2016,LA VERA,ES70
2016,LA VICTORIA,ES70
2016,LAGUNA FINCA-ESPAÑA,ES70
2016,LAS BREÑAS,ES70
2016,LAS MERCEDES,ES70
2016,LAS REMUDAS,ES70
2016,LOS GLADIOLOS,ES70
2016,LOS LLANOS DE ARIDANE,ES70
2016,LOS REALEJOS,ES70
2016,LOS SILOS,ES70
2016,MALA,ES70
2016,MASPALOMAS,ES70
2016,MAZO,ES70
2016,MILLER BAJO,ES70
2016,MOYA,ES70
2016,MULAGUA,ES70
2016,OFRA-DELICIAS,ES70
2016,OFRA-MIRAMAR,ES70
2016,OROTAVA II - DEHESA,ES70
2016,PARQUE MARITIMO,ES70
2016,PENINSULA DE JANDIA,ES70
2016,PLAYA BLANCA/YAIZA,ES70
2016,PUERTO DEL ROSARIO,ES70
2016,PUERTO II - BOTANICO,ES70
2016,ROSARIO - GENETO,ES70
2016,SALAMANCA,ES70
2016,SAN ANDRES Y SAUCES,ES70
2016,SAN ANTONIO,ES70
2016,SAN BARTOLOME DE TIRAJANA,ES70
2016,SAN BARTOLOME LANZAROTE,ES70
2016,SAN JOSE (SAN CRISTOBAL),ES70
2016,SAN MATEO,ES70
2016,SAN NICOLAS TOLENTINO,ES70
2016,SAN ROQUE (TRIANA),ES70
2016,SAN SEBASTIAN DE LA GOMERA,ES70
2016,SANTA BRIGIDA,ES70
2016,SANTA CRUZ DE LA PALMA,ES70
2016,SANTA MARIA DE GUIA,ES70
2016,SANTA URSULA,ES70
2016,SANTIAGO DEL TEIDE,ES70
2016,SCHAMANN,ES70
2016,TACO,ES70
2016,TACORONTE,ES70
2016,TAFIRA/LOMO BLANCO,ES70
2016,TAMARACEITE,ES70
2016,TAZACORTE,ES70
2016,TEGUISE,ES70
2016,TEJEDA,ES70
2016,TEJINA - TEGUESTE,ES70
2016,TELDE CALERO,ES70
2016,TELDE SAN GREGORIO,ES70
2016,TELDE SAN JUAN,ES70
2016,TEROR,ES70
2016,TIAS,ES70
2016,TIJARAFE,ES70
2016,TOSCAL CENTRO,ES70
2016,TRIANA,ES70
2016,TUINEJE-PAJARA,ES70
2016,VALLE GRAN REY,ES70
2016,VALLEHERMOSO,ES70
2016,VALLESECO,ES70
2016,VALSEQUILLO DE GRAN CANARIA,ES70
2016,VALVERDE,ES70
2016,VECINDARIO,ES70
2017,060101,ES13
2017,060102,ES13
2017,060103,ES13
2017,060104,ES13
2017,060105,ES13
2017,060106,ES13
2017,060107,ES13
2017,060108,ES13
2017,060109,ES13
2017,060110,ES13
2017,060111,ES13
2017,060112,ES13
2017,060113,ES13
2017,060114,ES13
2017,060115,ES13
2017,060116,ES13
2017,060117,ES13
2017,060118,ES13
2017,060119,ES13
2017,060120,ES13
2017,060121,ES13
2017,060122,ES13
2017,060123,ES13
2017,060124,ES13
2017,060125,ES13
2017,060126,ES13
2017,060127,ES13
2017,060128,ES13
2017,060129,ES13
2017,060201,ES13
2017,060202,ES13
2017,060204,ES13
2017,060205,ES13
2017,060207,ES13
2017,060208,ES13
2017,060209,ES13
2017,060210,ES13
2017,060211,ES13
2017,060212,ES13
2017,060213,ES13
2017,060214,ES13
2017,060215,ES13
2017,1,ES22
2017,100,ES22
2017,102,ES22
2017,104,ES22
2017,107,ES22
2017,11,ES22
2017,110,ES22
2017,1101,ES24
2017,1102,ES24
2017,1103,ES24
2017,1104,ES24
2017,1105,ES24
2017,1106,ES24
2017,1107,ES24
2017,1108,ES24
2017,1109,ES24
2017,1110,ES24
2017,1111,ES24
2017,1112,ES24
2017,1113,ES24
2017,1114,ES24
2017,112,ES22
2017,114,ES22
2017,116,ES22
2017,118,ES22
2017,1201,ES24
2017,1202,ES24
2017,1203,ES24
2017,1204,ES24
2017,1205,ES24
2017,1206,ES24
2017,1207,ES24
2017,1208,ES24
2017,1209,ES24
2017,1210,ES24
2017,1211,ES24
2017,1213,ES24
2017,1214,ES24
2017,1215,ES24
2017,122,ES22
2017,124,ES22
2017,13,ES22
2017,15,ES22
2017,17,ES22
2017,19,ES22
2017,22001,ES21
2017,22002,ES21
2017,22003,ES21
2017,22004,ES21
2017,22005,ES21
2017,22006,ES21
2017,22008,ES21
2017,22009,ES21
2017,22010,ES21
2017,22011,ES21
2017,22012,ES21
2017,22013,ES21
2017,22014,ES21
2017,22015,ES21
2017,22016,ES21
2017,22017,ES21
2017,22018,ES21
2017,22019,ES21
2017,22020,ES21
2017,22021,ES21
2017,22023,ES21
2017,22024,ES21
2017,22025,ES21
2017,24,ES22
2017,2503,ES24
2017,2504,ES24
2017,2505,ES24
2017,2507,ES24
2017,2508,ES24
2017,2509,ES24
2017,2510,ES24
2017,2511,ES24
2017,2512,ES24
2017,2513,ES24
2017,2515,ES24
2017,2516,ES24
2017,2517,ES24
2017,2518,ES24
2017,2519,ES24
2017,2520,ES24
2017,2521,ES24
2017,2522,ES24
2017,2523,ES24
2017,2524,ES24
2017,2525,ES24
2017,26,ES22
2017,27001,ES21
2017,27002,ES21
2017,27003,ES21
2017,27004,ES21
2017,27005,ES21
2017,27006,ES21
2017,27007,ES21
2017,27008,ES21
2017,27009,ES21
2017,27010,ES21
2017,27011,ES21
2017,27012,ES21
2017,27013,ES21
2017,27014,ES21
2017,27015,ES21
2017,27016,ES21
2017,27017,ES21
2017,27018,ES21
2017,27019,ES21
2017,27020,ES21
2017,28,ES22
2017,3,ES22
2017,30,ES22
2017,32,ES22
2017,3301,ES24
2017,3302,ES24
2017,3303,ES24
2017,3304,ES24
2017,34,ES22
2017,36,ES22
2017,3601,ES24
2017,3602,ES24
2017,3603,ES24
2017,3604,ES24
2017,3605,ES24
2017,3606,ES24
2017,3607,ES24
2017,3608,ES24
2017,3609,ES24
2017,3610,ES24
2017,3611,ES24
2017,3612,ES24
2017,3613,ES24
2017,3614,ES24
2017,3615,ES24
2017,3616,ES24
2017,3617,ES24
2017,3618,ES24
2017,37,ES22
2017,3701,ES24
2017,3702,ES24
2017,3703,ES24
2017,3704,ES24
2017,3705,ES24
2017,3706,ES24
2017,3707,ES24
2017,3709,ES24
2017,3710,ES24
2017,3711,ES24
2017,39,ES22
2017,41,ES22
2017,42001,ES21
2017,42003,ES21
2017,42004,ES21
2017,42005,ES21
2017,42006,ES21
2017,42007,ES21
2017,42008,ES21
2017,42009,ES21
2017,42010,ES21
2017,42011,ES21
2017,42012,ES21
2017,42013,ES21
2017,42014,ES21
2017,42015,ES21
2017,42016,ES21
2017,42017,ES21
2017,42018,ES21
2017,42021,ES21
2017,42024,ES21
2017,43,ES22
2017,43001,ES21
2017,43002,ES21
2017,43003,ES21
2017,43004,ES21
2017,43005,ES21
2017,43006,ES21
2017,43007,ES21
2017,43008,ES21
2017,43009,ES21
2017,43010,ES21
2017,43011,ES21
2017,43012,ES21
2017,43013,ES21
2017,43014,ES21
2017,43015,ES21
2017,43016,ES21
2017,43017,ES21
2017,43020,ES21
2017,44002,ES21
2017,44003,ES21
2017,44004,ES21
2017,44005,ES21
2017,44006,ES21
2017,44008,ES21
2017,44009,ES21
2017,44010,ES21
2017,44011,ES21
2017,44012,ES21
2017,45,ES22
2017,47,ES22
2017,47001,ES21
2017,47003,ES21
2017,47004,ES21
2017,47005,ES21
2017,47006,ES21
2017,47007,ES21
2017,47008,ES21
2017,47010,ES21
2017,47011,ES21
2017,47012,ES21
2017,47013,ES21
2017,47015,ES21
2017,47016,ES21
2017,47017,ES21
2017,47018,ES21
2017,47019,ES21
2017,47020,ES21
2017,47021,ES21
2017,47022,ES21
2017,47047,ES21
2017,4801,ES24
2017,4802,ES24
2017,4803,ES24
2017,4804,ES24
2017,4805,ES24
2017,4806,ES24
2017,4807,ES24
2017,4808,ES24
2017,4809,ES24
2017,4810,ES24
2017,4811,ES24
2017,4812,ES24
2017,4813,ES24
2017,4814,ES24
2017,4815,ES24
2017,4817,ES24
2017,4898,ES24
2017,4899,ES24
2017,49,ES22
2017,4901,ES24
2017,4902,ES24
2017,4903,ES24
2017,4904,ES24
2017,4905,ES24
2017,4906,ES24
2017,4907,ES24
2017,4908,ES24
2017,4909,ES24
2017,4910,ES24
2017,4911,ES24
2017,4912,ES24
2017,4999,ES24
2017,5,ES22
2017,5001,ES21
2017,5002,ES21
2017,5003,ES21
2017,5004,ES21
2017,5005,ES21
2017,5006,ES21
2017,5007,ES21
2017,5008,ES21
2017,5009,ES21
2017,5010,ES21
2017,50101,ES12
2017,50102,ES12
2017,50103,ES12
2017,50104,ES12
2017,50105,ES12
2017,50106,ES12
2017,50107,ES12
2017,50108,ES12
2017,50109,ES12
2017,5011,ES21
2017,50110,ES12
2017,50111,ES12
2017,5013,ES21
2017,5016,ES21
2017,5017,ES21
2017,5018,ES21
2017,5019,ES21
2017,5020,ES21
2017,50201,ES12
2017,50202,ES12
2017,50203,ES12
2017,50204,ES12
2017,50205,ES12
2017,5021,ES21
2017,5022,ES21
2017,5026,ES21
2017,5027,ES21
2017,50300,ES12
2017,50301,ES12
2017,50302,ES12
2017,50303,ES12
2017,50304,ES12
2017,50305,ES12
2017,50306,ES12
2017,50307,ES12
2017,50308,ES12
2017,50309,ES12
2017,50310,ES12
2017,50400,ES12
2017,50401,ES12
2017,50402,ES12
2017,50403,ES12
2017,50404,ES12
2017,50405,ES12
2017,50406,ES12
2017,50407,ES12
2017,50408,ES12
2017,50409,ES12
2017,50410,ES12
2017,50411,ES12
2017,50412,ES12
2017,50413,ES12
2017,50414,ES12
2017,50415,ES12
2017,50416,ES12
2017,50417,ES12
2017,50418,ES12
2017,50419,ES12
2017,50420,ES12
2017,50421,ES12
2017,50422,ES12
2017,50423,ES12
2017,50500,ES12
2017,50501,ES12
2017,50502,ES12
2017,50503,ES12
2017,50504,ES12
2017,50505,ES12
2017,50506,ES12
2017,50507,ES12
2017,50508,ES12
2017,50509,ES12
2017,50510,ES12
2017,50511,ES12
2017,50512,ES12
2017,50513,ES12
2017,50514,ES12
2017,50600,ES12
2017,50601,ES12
2017,50602,ES12
2017,50603,ES12
2017,50604,ES12
2017,50605,ES12
2017,50606,ES12
2017,50607,ES12
2017,50608,ES12
2017,50609,ES12
2017,50610,ES12
2017,50701,ES12
2017,50702,ES12
2017,50703,ES12
2017,50704,ES12
2017,50705,ES12
2017,50706,ES12
2017,50800,ES12
2017,50801,ES12
2017,50802,ES12
2017,50803,ES12
2017,50804,ES12
2017,50805,ES12
2017,50806,ES12
2017,50807,ES12
2017,52,ES22
2017,54,ES22
2017,5401,ES24
2017,5402,ES24
2017,5403,ES24
2017,5404,ES24
2017,5405,ES24
2017,5406,ES24
2017,5407,ES24
2017,5408,ES24
2017,5409,ES24
2017,5410,ES24
2017,5411,ES24
2017,5412,ES24
2017,5413,ES24
2017,5414,ES24
2017,56,ES22
2017,58,ES22
2017,60,ES22
2017,62,ES22
2017,64,ES22
2017,66,ES22
2017,67,ES21
2017,67,ES22
2017,69,ES22
2017,7,ES22
2017,705000988,ES41
2017,705000989,ES41
2017,705000990,ES41
2017,705000991,ES41
2017,705000992,ES41
2017,705000993,ES41
2017,705000995,ES41
2017,705000996,ES41
2017,705000997,ES41
2017,705000998,ES41
2017,705000999,ES41
2017,705001000,ES41
2017,705001001,ES41
2017,705001002,ES41
2017,705001003,ES41
2017,705001004,ES41
2017,705001005,ES41
2017,705001006,ES41
2017,705001007,ES41
2017,705001008,ES41
2017,705001009,ES41
2017,705001973,ES41
2017,709001774,ES41
2017,709001775,ES41
2017,709001776,ES41
2017,709001777,ES41
2017,709001778,ES41
2017,709001779,ES41
2017,709001780,ES41
2017,709001781,ES41
2017,709001783,ES41
2017,709001785,ES41
2017,709001788,ES41
2017,709001789,ES41
2017,709001790,ES41
2017,709001791,ES41
2017,709001793,ES41
2017,709001794,ES41
2017,709001795,ES41
2017,709001796,ES41
2017,709001797,ES41
2017,709001798,ES41
2017,709001799,ES41
2017,709001801,ES41
2017,709001802,ES41
2017,709001803,ES41
2017,709001804,ES41
2017,709001805,ES41
2017,709001806,ES41
2017,709001807,ES41
2017,709001808,ES41
2017,709001809,ES41
2017,709001810,ES41
2017,709001811,ES41
2017,709001812,ES41
2017,709001813,ES41
2017,709001814,ES41
2017,709002884,ES41
2017,709003511,ES41
2017,71,ES22
2017,724002204,ES41
2017,724002207,ES41
2017,724002208,ES41
2017,724002209,ES41
2017,724002210,ES41
2017,724002211,ES41
2017,724002212,ES41
2017,724002213,ES41
2017,724002214,ES41
2017,724002215,ES41
2017,724002217,ES41
2017,724002218,ES41
2017,724002219,ES41
2017,724002220,ES41
2017,724002221,ES41
2017,724002222,ES41
2017,724002223,ES41
2017,724002225,ES41
2017,724002226,ES41
2017,724002227,ES41
2017,724002228,ES41
2017,724002229,ES41
2017,724002230,ES41
2017,724002231,ES41
2017,724002233,ES41
2017,724002234,ES41
2017,724002235,ES41
2017,724002236,ES41
2017,724002237,ES41
2017,724002239,ES41
2017,724002240,ES41
2017,724002241,ES41
2017,724002242,ES41
2017,724002243,ES41
2017,724002244,ES41
2017,724002245,ES41
2017,724002246,ES41
2017,724002247,ES41
2017,724002248,ES41
2017,73,ES22
2017,734000922,ES41
2017,734000923,ES41
2017,734000924,ES41
2017,734000925,ES41
2017,734000926,ES41
2017,734000927,ES41
2017,734000928,ES41
2017,734000930,ES41
2017,734000931,ES41
2017,734000932,ES41
2017,734000934,ES41
2017,734000935,ES41
2017,734000936,ES41
2017,734000937,ES41
2017,734000938,ES41
2017,734000940,ES41
2017,734000941,ES41
2017,734000942,ES41
2017,734000943,ES41
2017,734000944,ES41
2017,737002007,ES41
2017,737002008,ES41
2017,737002009,ES41
2017,737002010,ES41
2017,737002011,ES41
2017,737002013,ES41
2017,737002014,ES41
2017,737002015,ES41
2017,737002016,ES41
2017,737002017,ES41
2017,737002018,ES41
2017,737002019,ES41
2017,737002020,ES41
2017,737002021,ES41
2017,737002022,ES41
2017,737002023,ES41
2017,737002024,ES41
2017,737002025,ES41
2017,737002026,ES41
2017,737002027,ES41
2017,737002028,ES41
2017,737002029,ES41
2017,737002030,ES41
2017,737002031,ES41
2017,737002033,ES41
2017,737002034,ES41
2017,737002035,ES41
2017,737002036,ES41
2017,737002037,ES41
2017,737002038,ES41
2017,737002039,ES41
2017,737002040,ES41
2017,737002041,ES41
2017,737002042,ES41
2017,737002043,ES41
2017,737003692,ES41
2017,740000957,ES41
2017,740000958,ES41
2017,740000959,ES41
2017,740000960,ES41
2017,740000961,ES41
2017,740000962,ES41
2017,740000963,ES41
2017,740000964,ES41
2017,740000965,ES41
2017,740000966,ES41
2017,740000967,ES41
2017,740000968,ES41
2017,740000969,ES41
2017,740000971,ES41
2017,740000972,ES41
2017,740000973,ES41
2017,742000751,ES41
2017,742000752,ES41
2017,742000753,ES41
2017,742000754,ES41
2017,742000755,ES41
2017,742000757,ES41
2017,742000758,ES41
2017,742000759,ES41
2017,742000760,ES41
2017,742000762,ES41
2017,742000763,ES41
2017,742000764,ES41
2017,742000765,ES41
2017,742000766,ES41
2017,747001930,ES41
2017,747001931,ES41
2017,747001932,ES41
2017,747001933,ES41
2017,747001934,ES41
2017,747001935,ES41
2017,747001936,ES41
2017,747001937,ES41
2017,747001938,ES41
2017,747001939,ES41
2017,747001941,ES41
2017,747001944,ES41
2017,747001945,ES41
2017,747001946,ES41
2017,747001947,ES41
2017,747001948,ES41
2017,747001949,ES41
2017,747001950,ES41
2017,747001951,ES41
2017,747001952,ES41
2017,747001953,ES41
2017,747001955,ES41
2017,747001956,ES41
2017,747001957,ES41
2017,747001959,ES41
2017,747001960,ES41
2017,747001961,ES41
2017,747001962,ES41
2017,747001963,ES41
2017,747001964,ES41
2017,747001965,ES41
2017,747001967,ES41
2017,747001968,ES41
2017,747001969,ES41
2017,747001970,ES41
2017,747001971,ES41
2017,747001972,ES41
2017,747001973,ES41
2017,747004051,ES41
2017,747004070,ES41
2017,749001162,ES41
2017,749001164,ES41
2017,749001165,ES41
2017,749001166,ES41
2017,749001167,ES41
2017,749001169,ES41
2017,749001171,ES41
2017,749001174,ES41
2017,749001176,ES41
2017,749001177,ES41
2017,749001178,ES41
2017,749001179,ES41
2017,749001180,ES41
2017,749001181,ES41
2017,749001182,ES41
2017,749001183,ES41
2017,749001184,ES41
2017,749001185,ES41
2017,749001187,ES41
2017,749001188,ES41
2017,749001189,ES41
2017,749002308,ES41
2017,75,ES22
2017,77,ES22
2017,79,ES22
2017,81,ES22
2017,83,ES22
2017,85,ES22
2017,87,ES22
2017,89,ES22
2017,9,ES22
2017,91,ES22
2017,93,ES22
2017,96,ES22
2017,98,ES22
2017,99018,ES21
2017,99028,ES21
2017,99033,ES21
2017,99038,ES21
2017,ADEJE,ES70
2017,AGAETE,ES70
2017,AGUIMES,ES70
2017,ALAJERO,ES70
2017,ALCARAVANERAS,ES70
2017,ANAGA,ES70
2017,ANTIGUA-BETANCURIA,ES70
2017,ARGUINEGUIN,ES70
2017,ARICO,ES70
2017,ARONA COSTA I,ES70
2017,ARONA COSTA II,ES70
2017,ARONA VILAFLOR,ES70
2017,ARRECIFE,ES70
2017,ARRECIFE II,ES70
2017,ARUCAS,ES70
2017,AÑAZA,ES70
2017,BARRANCO GRANDE,ES70
2017,BARRIO ATLANTICO,ES70
2017,BARRIO DE LA SALUD,ES70
2017,CAIDEROS,ES70
2017,CANALEJAS,ES70
2017,CANDELARIA,ES70
2017,CONO SUR,ES70
2017,CUEVAS TORRES,ES70
2017,DUGGI CENTRO,ES70
2017,EL PASO,ES70
2017,EL ROSARIO,ES70
2017,ESCALERITAS,ES70
2017,FIRGAS,ES70
2017,FRONTERA VALLE DEL GOLFO,ES70
2017,GALDAR,ES70
2017,GARAFIA,ES70
2017,GERENCIA ATENCION PRIMARIA,ES70
2017,GRANADILLA,ES70
2017,GUANARTEME,ES70
2017,GUIA DE ISORA,ES70
2017,GUIMAR,ES70
2017,ICOD,ES70
2017,II PUERTO DEL ROSARIO (SUR),ES70
2017,INGENIO,ES70
2017,JINAMAR,ES70
2017,LA CUESTA,ES70
2017,LA GRACIOSA,ES70
2017,LA GUANCHA,ES70
2017,LA ISLETA,ES70
2017,LA MATANZA,ES70
2017,LA OLIVA,ES70
2017,LA VERA,ES70
2017,LA VICTORIA,ES70
2017,LAGUNA FINCA-ESPAÑA,ES70
